Transaction_Id,Transaction_Date,Store_Id,Product_id,Price,Qty,Total_Sales,Cust_Id
248,8/26/2021,9,7,70,4,280,410
249,8/26/2021,9,12,30,2,60,426
250,8/26/2021,9,4,50,4,200,429
251,8/26/2021,9,6,34,4,136,448
252,8/26/2021,9,12,30,2,60,404
253,8/26/2021,9,8,30,2,60,412
254,8/26/2021,9,2,29,4,116,431
255,8/26/2021,9,10,100,4,400,429
256,8/26/2021,9,10,100,4,400,425
257,8/26/2021,9,10,100,5,500,430
258,8/26/2021,9,2,29,1,29,416
259,8/26/2021,9,9,50,5,250,426
260,8/26/2021,9,12,30,5,150,407
261,8/26/2021,9,6,34,2,68,449
262,8/26/2021,9,12,30,2,60,434
263,8/26/2021,9,9,50,2,100,433
264,8/26/2021,9,6,34,4,136,414
265,8/26/2021,9,9,50,5,250,423
266,8/26/2021,9,11,120,5,600,439
267,8/26/2021,9,9,50,2,100,418
268,8/26/2021,9,10,100,1,100,423
269,8/26/2021,9,2,29,3,87,409
270,8/26/2021,9,7,70,2,140,434
271,8/26/2021,9,7,70,3,210,436
272,8/26/2021,9,7,70,2,140,426
273,8/26/2021,9,3,10,3,30,416
274,8/26/2021,9,11,120,3,360,424
275,8/26/2021,9,3,10,1,10,418
276,8/26/2021,9,5,12,4,48,403
277,8/26/2021,9,5,12,1,12,440
278,8/26/2021,9,9,50,4,200,427
279,8/26/2021,9,6,34,3,102,433
280,8/26/2021,9,4,50,2,100,401
281,8/26/2021,9,7,70,1,70,443
282,8/26/2021,9,6,34,2,68,447
283,8/26/2021,9,2,29,4,116,432
284,8/26/2021,9,4,50,5,250,411
285,8/26/2021,9,12,30,2,60,422
286,8/26/2021,9,11,120,2,240,403
287,8/26/2021,9,5,12,1,12,412
288,8/26/2021,9,2,29,1,29,403
289,8/26/2021,9,11,120,1,120,413
290,8/26/2021,9,12,30,1,30,402
291,8/26/2021,9,2,29,5,145,423
292,8/26/2021,9,5,12,4,48,418
293,8/26/2021,9,8,30,1,30,433
294,8/26/2021,9,3,10,5,50,437
295,8/26/2021,9,6,34,3,102,408
296,8/26/2021,9,6,34,2,68,423
297,8/26/2021,9,6,34,1,34,435
298,8/26/2021,9,5,12,2,24,402
299,8/26/2021,9,8,30,2,60,407
300,8/26/2021,9,7,70,3,210,443
301,8/26/2021,9,11,120,3,360,438
302,8/26/2021,9,8,30,3,90,420
303,8/26/2021,9,6,34,5,170,420
304,8/26/2021,9,2,29,2,58,437
305,8/26/2021,9,2,29,2,58,440
306,8/26/2021,9,2,29,1,29,425
307,8/26/2021,9,10,100,4,400,433
308,8/26/2021,9,2,29,2,58,431
309,8/26/2021,9,8,30,3,90,402
310,8/26/2021,9,1,5,2,10,430
311,8/26/2021,9,4,50,5,250,404
312,8/26/2021,9,10,100,4,400,427
313,8/26/2021,9,8,30,5,150,401
314,8/26/2021,9,1,5,5,25,433
315,8/26/2021,9,5,12,5,60,405
316,8/26/2021,9,3,10,3,30,436
317,8/26/2021,9,10,100,1,100,450
318,8/26/2021,9,1,5,1,5,430
319,8/26/2021,9,8,30,1,30,437
320,8/26/2021,9,1,5,2,10,427
321,8/26/2021,9,2,29,4,116,401
322,8/26/2021,9,4,50,4,200,419
323,8/26/2021,9,12,30,2,60,433
324,8/26/2021,9,4,50,4,200,442
325,8/26/2021,9,3,10,5,50,437
326,8/26/2021,9,1,5,1,5,450
327,8/26/2021,9,11,120,5,600,418
328,8/26/2021,9,7,70,2,140,425
329,8/26/2021,9,8,30,2,60,431
330,8/26/2021,9,4,50,1,50,450
331,8/26/2021,9,9,50,4,200,419
332,8/26/2021,9,11,120,4,480,443
333,8/26/2021,9,5,12,5,60,409
334,8/26/2021,9,11,120,3,360,424
335,8/26/2021,9,7,70,3,210,432
336,8/26/2021,9,5,12,3,36,433
337,8/26/2021,9,5,12,5,60,442
338,8/26/2021,9,6,34,5,170,433
339,8/26/2021,9,8,30,2,60,440
340,8/26/2021,9,12,30,3,90,412
341,8/26/2021,9,12,30,3,90,418
342,8/26/2021,9,9,50,2,100,434
343,8/26/2021,9,4,50,5,250,424
344,8/26/2021,9,11,120,5,600,422
345,8/26/2021,9,1,5,4,20,415
346,8/26/2021,9,7,70,4,280,424
347,8/26/2021,9,11,120,2,240,444
348,8/26/2021,9,1,5,1,5,425
349,8/26/2021,9,10,100,3,300,403
350,8/26/2021,9,3,10,5,50,416
351,8/26/2021,9,9,50,4,200,432
352,8/26/2021,9,1,5,4,20,440
353,8/26/2021,9,5,12,2,24,440
354,8/26/2021,9,4,50,4,200,411
355,8/26/2021,9,7,70,5,350,421
356,8/26/2021,9,3,10,2,20,429
357,8/26/2021,9,10,100,1,100,416
358,8/26/2021,9,11,120,4,480,445
359,8/26/2021,9,1,5,1,5,440
360,8/26/2021,9,9,50,1,50,448
361,8/26/2021,9,5,12,2,24,416
362,8/26/2021,9,4,50,4,200,425
363,8/26/2021,9,8,30,3,90,424
364,8/26/2021,9,11,120,3,360,416
365,8/26/2021,9,2,29,1,29,418
366,8/26/2021,9,3,10,3,30,448
367,8/26/2021,9,12,30,4,120,432
368,8/26/2021,9,12,30,2,60,442
369,8/26/2021,9,4,50,1,50,410
370,8/26/2021,9,7,70,1,70,434
371,8/26/2021,9,2,29,2,58,434
372,8/26/2021,9,12,30,4,120,434
373,8/26/2021,9,2,29,4,116,449
374,8/26/2021,9,12,30,4,120,450
375,8/26/2021,9,1,5,5,25,443
376,8/26/2021,9,6,34,2,68,425
377,8/26/2021,9,2,29,5,145,407
378,8/26/2021,9,7,70,2,140,441
379,8/26/2021,9,5,12,3,36,410
380,8/26/2021,9,2,29,5,145,415
381,8/26/2021,9,4,50,1,50,420
382,8/26/2021,9,4,50,2,100,446
383,8/26/2021,9,12,30,4,120,404
384,8/26/2021,9,2,29,5,145,443
385,8/26/2021,9,8,30,5,150,408
386,8/26/2021,9,7,70,4,280,427
387,8/26/2021,9,3,10,1,10,406
388,8/26/2021,9,4,50,3,150,438
389,8/26/2021,9,7,70,2,140,413
390,8/26/2021,9,10,100,4,400,433
391,8/26/2021,9,12,30,5,150,446
392,8/26/2021,9,2,29,3,87,413
393,8/26/2021,9,7,70,2,140,435
394,8/26/2021,9,6,34,1,34,401
395,8/26/2021,9,8,30,3,90,434
396,8/26/2021,9,10,100,4,400,417
397,8/26/2021,9,11,120,2,240,440
398,8/26/2021,9,7,70,4,280,417
399,8/26/2021,9,5,12,5,60,422
400,8/26/2021,9,3,10,2,20,415
401,8/26/2021,9,5,12,3,36,420
402,8/26/2021,9,3,10,1,10,412
403,8/26/2021,9,11,120,3,360,448
404,8/26/2021,9,10,100,4,400,411
405,8/26/2021,9,2,29,1,29,450
406,8/26/2021,9,9,50,3,150,411
407,8/26/2021,9,1,5,4,20,429
408,8/26/2021,9,10,100,4,400,437
409,8/26/2021,9,6,34,1,34,443
410,8/26/2021,9,4,50,1,50,440
411,8/26/2021,9,4,50,2,100,440
412,8/26/2021,9,7,70,3,210,431
413,8/26/2021,9,9,50,1,50,449
414,8/26/2021,9,10,100,1,100,416
415,8/26/2021,9,9,50,1,50,409
416,8/26/2021,9,3,10,5,50,410
417,8/26/2021,9,11,120,3,360,419
418,8/26/2021,9,7,70,5,350,435
419,8/26/2021,9,2,29,4,116,421
420,8/26/2021,9,12,30,5,150,426
421,8/26/2021,9,1,5,5,25,419
422,8/26/2021,9,10,100,3,300,435
423,8/26/2021,9,7,70,2,140,433
424,8/26/2021,9,4,50,1,50,437
425,8/26/2021,9,2,29,2,58,409
426,8/26/2021,9,4,50,4,200,425
427,8/26/2021,9,11,120,2,240,414
428,8/26/2021,9,12,30,2,60,401
429,8/26/2021,9,7,70,3,210,439
430,8/26/2021,9,6,34,1,34,402
431,8/26/2021,9,9,50,1,50,441
432,8/26/2021,9,9,50,2,100,415
433,8/26/2021,9,6,34,2,68,430
434,8/26/2021,9,1,5,3,15,440
435,8/26/2021,9,1,5,5,25,426
436,8/26/2021,9,11,120,2,240,426
437,8/26/2021,9,8,30,4,120,420
438,8/26/2021,9,6,34,1,34,439
439,8/26/2021,9,3,10,4,40,443
440,8/26/2021,9,3,10,4,40,427
441,8/26/2021,9,3,10,4,40,428
442,8/26/2021,9,8,30,5,150,435
443,8/26/2021,9,4,50,5,250,420
444,8/26/2021,9,3,10,2,20,433
445,8/26/2021,9,12,30,5,150,422
446,8/26/2021,9,10,100,5,500,446
447,8/26/2021,9,9,50,2,100,430
448,8/26/2021,9,12,30,5,150,407
449,8/26/2021,9,5,12,3,36,446
450,8/26/2021,9,4,50,3,150,443
451,8/26/2021,9,12,30,4,120,432
452,8/26/2021,9,9,50,2,100,447
453,8/26/2021,9,7,70,1,70,426
454,8/26/2021,9,10,100,1,100,435
455,8/26/2021,9,7,70,4,280,441
456,8/26/2021,9,7,70,1,70,443
457,8/26/2021,9,5,12,1,12,416
458,8/26/2021,9,7,70,5,350,420
459,8/26/2021,9,1,5,5,25,418
460,8/26/2021,9,6,34,4,136,420
461,8/26/2021,9,2,29,4,116,415
462,8/26/2021,9,10,100,4,400,416
463,8/26/2021,9,9,50,4,200,448
464,8/26/2021,9,4,50,5,250,419
465,8/26/2021,9,1,5,5,25,406
466,8/26/2021,9,1,5,3,15,416
467,8/26/2021,9,7,70,2,140,431
468,8/26/2021,9,5,12,2,24,421
469,8/26/2021,9,6,34,5,170,446
470,8/26/2021,9,5,12,5,60,417
471,8/26/2021,9,3,10,5,50,447
472,8/26/2021,9,4,50,2,100,413
473,8/26/2021,9,12,30,5,150,412
474,8/26/2021,9,5,12,3,36,422
475,8/26/2021,9,1,5,5,25,416
476,8/26/2021,9,12,30,1,30,448
477,8/26/2021,9,4,50,1,50,420
478,8/26/2021,9,2,29,4,116,425
479,8/26/2021,9,3,10,5,50,417
480,8/26/2021,9,9,50,2,100,432
481,8/26/2021,9,2,29,5,145,434
482,8/26/2021,9,3,10,2,20,403
483,8/26/2021,9,6,34,3,102,450
484,8/26/2021,9,12,30,1,30,438
485,8/26/2021,9,5,12,5,60,411
486,8/26/2021,9,11,120,3,360,431
487,8/26/2021,9,9,50,5,250,409
488,8/26/2021,9,6,34,2,68,439
489,8/26/2021,9,12,30,2,60,430
490,8/26/2021,9,4,50,1,50,403
491,8/26/2021,9,10,100,1,100,429
492,8/26/2021,9,8,30,5,150,433
493,8/26/2021,9,2,29,3,87,435
494,8/26/2021,9,12,30,2,60,414
495,8/26/2021,9,11,120,5,600,443
496,8/26/2021,9,7,70,2,140,438
497,8/26/2021,9,9,50,4,200,417
498,8/26/2021,9,9,50,2,100,406
499,8/26/2021,9,3,10,5,50,414
500,8/26/2021,9,11,120,3,360,437
